order_id,date,customer_name,status
DH-20264395,2026-01-04,Kiến trúc & Nội thất Hoàng Hoan,Completed
DH-20264402,2026-01-04,Nội thất Nhà Xinh Sài Gòn,Completed
DH-20264557,2026-01-04,Công ty Thiết kế Đô thị Á Đông,Completed
DH-20264603,2026-01-04,Chuỗi Homestay Cát Bà Eco,Completed
DH-20264933,2026-01-04,Đại lý Bán lẻ Mộc Lan,Completed
DH-20264986,2026-01-04,Công ty Thiết kế Đô thị Á Đông,Completed
DH-20265281,2026-01-04,Công ty Cổ phần Mỹ Nghệ Cát Tường,Completed
DH-20265460,2026-01-04,Công ty TNHH Decor & Art Hà Nội,Pending
DH-20265500,2026-01-04,Tổng công ty Lâm nghiệp VinaWood,Completed
DH-20265556,2026-01-04,Công ty Thiết kế Không Gian Xanh,Completed
DH-20266243,2026-01-04,Chuỗi Homestay Cát Bà Eco,Completed
DH-20266603,2026-01-04,Đại lý Bán lẻ Mộc Lan,Completed
DH-20266662,2026-01-04,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20266727,2026-01-04,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20267001,2026-01-04,Chuỗi Homestay Cát Bà Eco,Pending
DH-20267076,2026-01-04,Công ty Cổ phần Mỹ Nghệ Cát Tường,Completed
DH-20267242,2026-01-04,Văn phòng Đại diện WoodTech VN,Completed
DH-20267344,2026-01-04,Tổng thầu Nội thất Trường Thành,Completed
DH-20267348,2026-01-04,Chuỗi Homestay Cát Bà Eco,Completed
DH-20268392,2026-01-04,Công ty Thiết kế Không Gian Xanh,Completed
DH-20268777,2026-01-04,Công ty Phát triển Đô thị Thăng Long,Completed
DH-20268799,2026-01-04,Đại lý Phân phối Nội thất Minh Hải,Completed
DH-20268838,2026-01-04,Đại lý Xuất khẩu Gỗ Việt,Completed
DH-20269043,2026-01-04,Công ty TNHH Nội thất Mộc Mỹ Gia,Completed
DH-20269204,2026-01-04,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20269415,2026-01-04,Công ty Phát triển Đô thị Thăng Long,Completed
DH-20269858,2026-01-04,Công ty TNHH Kiến trúc Nhà Việt,Completed
DH-20269992,2026-01-04,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20269996,2026-01-04,Công ty Cổ phần Địa ốc Hưng Thịnh,Completed
DH-20260015,2026-01-05,Công ty Cổ phần Địa ốc Hưng Thịnh,Completed
DH-20260066,2026-01-05,Nội thất Thông minh SmartHome,Completed
DH-20260281,2026-01-05,Công ty Thiết kế Đô thị Á Đông,Completed
DH-20260312,2026-01-05,Tập đoàn Xây dựng & Kiến trúc An Phong,Pending
DH-20260431,2026-01-05,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20260458,2026-01-05,Homestay & Resort Hội An Green,Completed
DH-20260518,2026-01-05,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20260563,2026-01-05,Công ty Cổ phần Decor Việt Nam,Completed
DH-20261177,2026-01-05,Văn phòng Đại diện WoodTech VN,Completed
DH-20261518,2026-01-05,Tổng thầu Nội thất Trường Thành,Completed
DH-20261880,2026-01-05,Công ty Thiết kế Đô thị Á Đông,Completed
DH-20262266,2026-01-05,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20262323,2026-01-05,Công ty Cổ phần Đầu tư Phú Mỹ,Completed
DH-20262465,2026-01-05,Nội thất Thông minh SmartHome,Completed
DH-20262480,2026-01-05,Công ty Phát triển Đô thị Thăng Long,Completed
DH-20262539,2026-01-05,Tổng thầu Decor Đông Dương,Completed
DH-20262766,2026-01-05,Công ty Cổ phần Decor Việt Nam,Completed
DH-20262937,2026-01-05,Công ty Cổ phần Địa ốc Hưng Thịnh,Completed
DH-20263415,2026-01-05,Tập đoàn Xây dựng & Kiến trúc An Phong,Completed
DH-20263515,2026-01-05,Đại lý Xuất khẩu Gỗ Việt,Completed
DH-20263574,2026-01-05,Công ty Cổ phần Mỹ Nghệ Cát Tường,Completed
DH-20263785,2026-01-05,Tổng công ty Lâm nghiệp VinaWood,Completed
DH-20263801,2026-01-05,Công ty Thiết kế Không Gian Xanh,Completed
DH-20264151,2026-01-05,Công ty Cổ phần Địa ốc Hưng Thịnh,Completed
DH-20264232,2026-01-05,Đại lý Bán lẻ Mộc Lan,Completed
DH-20264389,2026-01-05,Công ty Cổ phần Mỹ Nghệ Cát Tường,Completed
DH-20264399,2026-01-05,Công ty TNHH Decor & Art Hà Nội,Completed
DH-20264792,2026-01-05,Homestay & Resort Hội An Green,Completed
DH-20264982,2026-01-05,Nội thất Thông minh SmartHome,Completed
DH-20265143,2026-01-05,Homestay & Resort Hội An Green,Completed
DH-20265383,2026-01-05,Công ty TNHH Mỹ thuật ứng dụng Sông Hương,Completed
DH-20265773,2026-01-05,Công ty Cổ phần Mỹ Nghệ Cát Tường,Completed
DH-20265977,2026-01-05,Homestay & Resort Hội An Green,Completed
DH-20266072,2026-01-05,Công ty TNHH Kiến trúc Nhà Việt,Pending
DH-20266281,2026-01-05,Công ty TNHH Nội thất Mộc Mỹ Gia,Completed
DH-20266349,2026-01-05,Đại lý Xuất khẩu Gỗ Việt,Completed
DH-20266452,2026-01-05,Nội thất Nhà Xinh Sài Gòn,Completed
DH-20266520,2026-01-05,Công ty TNHH Nội thất Mộc Mỹ Gia,Completed
DH-20266739,2026-01-05,Công ty TNHH Decor & Art Hà Nội,Completed
DH-20266742,2026-01-05,Công ty TNHH Nội thất Mộc Mỹ Gia,Completed
DH-20267094,2026-01-05,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20267207,2026-01-05,Tổng thầu Xây dựng Hòa Bình Group,Completed
DH-20267235,2026-01-05,Đại lý Bán lẻ Mộc Lan,Completed
DH-20267308,2026-01-05,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20267374,2026-01-05,Đại lý Xuất nhập khẩu Mộc Việt Hùng,Completed
DH-20267479,2026-01-05,Nội thất Thông minh SmartHome,Completed
DH-20267514,2026-01-05,Homestay & Resort Hội An Green,Completed
DH-20267585,2026-01-05,Đại lý Phân phối Nội thất Minh Hải,Completed
DH-20267938,2026-01-05,Tổng thầu Decor Đông Dương,Completed
DH-20268282,2026-01-05,Đại lý Phân phối Nội thất Minh Hải,Pending
DH-20268330,2026-01-05,Đại lý Xuất nhập khẩu Mộc Việt Hùng,Completed
DH-20268505,2026-01-05,Kiến trúc & Nội thất Hoàng Hoan,Completed
DH-20268512,2026-01-05,Công ty TNHH Nội thất Mộc Mỹ Gia,Completed
DH-20268568,2026-01-05,Công ty TNHH Kiến trúc Nhà Việt,Completed
DH-20268603,2026-01-05,Công ty Thiết kế Không Gian Xanh,Completed
DH-20268677,2026-01-05,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20268820,2026-01-05,Công ty Cổ phần Mỹ Nghệ Cát Tường,Completed
DH-20268931,2026-01-05,Công ty Cổ phần Decor Việt Nam,Pending
DH-20269148,2026-01-05,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20269183,2026-01-05,Công ty Thiết kế Đô thị Á Đông,Completed
DH-20269318,2026-01-05,Tập đoàn Xây dựng & Kiến trúc An Phong,Pending
DH-20269338,2026-01-05,Công ty Cổ phần Mỹ Nghệ Cát Tường,Completed
DH-20269696,2026-01-05,Công ty Cổ phần Mỹ Nghệ Cát Tường,Completed
DH-20260302,2026-01-06,Chuỗi Siêu thị Nội thất Đẹp,Completed
DH-20260322,2026-01-06,Tập đoàn Xây dựng & Kiến trúc An Phong,Completed
DH-20260480,2026-01-06,Đại lý Xuất khẩu Gỗ Việt,Completed
DH-20261211,2026-01-06,Homestay & Resort Hội An Green,Completed
DH-20261618,2026-01-06,Công ty Phát triển Đô thị Thăng Long,Completed
DH-20262094,2026-01-06,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20262234,2026-01-06,Công ty TNHH Mỹ thuật ứng dụng Sông Hương,Completed
DH-20262876,2026-01-06,Tổng thầu Nội thất Trường Thành,Pending
DH-20262988,2026-01-06,Công ty Cổ phần Địa ốc Hưng Thịnh,Completed
DH-20263407,2026-01-06,Công ty Thiết kế Không Gian Xanh,Completed
DH-20263459,2026-01-06,Đại lý Xuất nhập khẩu Mộc Việt Hùng,Completed
DH-20263673,2026-01-06,Tập đoàn Xây dựng & Kiến trúc An Phong,Completed
DH-20263768,2026-01-06,Công ty Cổ phần Đầu tư Phú Mỹ,Completed
DH-20264052,2026-01-06,Đại lý Xuất khẩu Gỗ Việt,Completed
DH-20264126,2026-01-06,Công ty TNHH Decor & Art Hà Nội,Pending
DH-20264138,2026-01-06,Homestay & Resort Hội An Green,Completed
DH-20264192,2026-01-06,Văn phòng Đại diện WoodTech VN,Completed
DH-20264366,2026-01-06,Chuỗi Siêu thị Nội thất Đẹp,Completed
DH-20264435,2026-01-06,Đại lý Phân phối Nội thất Minh Hải,Completed
DH-20264461,2026-01-06,Đại lý Phân phối Nội thất Minh Hải,Completed
DH-20264604,2026-01-06,Công ty TNHH Decor & Art Hà Nội,Completed
DH-20264786,2026-01-06,Công ty Cổ phần Địa ốc Hưng Thịnh,Completed
DH-20264826,2026-01-06,Công ty TNHH Nội thất Mộc Mỹ Gia,Completed
DH-20265124,2026-01-06,Công ty Cổ phần Đầu tư Phú Mỹ,Completed
DH-20265357,2026-01-06,Nội thất Thông minh SmartHome,Pending
DH-20265369,2026-01-06,Công ty Cổ phần Địa ốc Hưng Thịnh,Completed
DH-20265683,2026-01-06,Công ty TNHH Decor & Art Hà Nội,Completed
DH-20266075,2026-01-06,Nội thất Nhà Xinh Sài Gòn,Completed
DH-20266172,2026-01-06,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20266235,2026-01-06,Công ty Cổ phần Decor Việt Nam,Pending
DH-20266375,2026-01-06,Công ty TNHH Nội thất Mộc Mỹ Gia,Completed
DH-20266391,2026-01-06,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20266503,2026-01-06,Công ty Thiết kế Đô thị Á Đông,Completed
DH-20266749,2026-01-06,Đại lý Xuất khẩu Gỗ Việt,Completed
DH-20266832,2026-01-06,Chuỗi Siêu thị Nội thất Đẹp,Completed
DH-20266872,2026-01-06,Công ty Thiết kế Đô thị Á Đông,Completed
DH-20266921,2026-01-06,Văn phòng Đại diện WoodTech VN,Pending
DH-20267035,2026-01-06,Công ty TNHH Decor & Art Hà Nội,Completed
DH-20267445,2026-01-06,Tổng thầu Xây dựng Hòa Bình Group,Completed
DH-20267651,2026-01-06,Chuỗi Siêu thị Nội thất Đẹp,Completed
DH-20268432,2026-01-06,Kiến trúc & Nội thất Hoàng Hoan,Completed
DH-20268543,2026-01-06,Văn phòng Đại diện WoodTech VN,Completed
