month,customer_name,product_code,product_name,category,ton_qty,ton_vol,ton_vnd,ton_usd,nhap_qty,nhap_vol,nhap_vnd,nhap_usd,xuat_qty,xuat_vol,xuat_vnd,xuat_usd,cuoi_qty,cuoi_vol,cuoi_vnd,cuoi_usd
1,Đại lý Xuất nhập khẩu Mộc Việt Hùng,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,76,11.4,125146080,5214.42,18,2.7,29639760,1234.99,13,1.95,21406560,891.94,81,12.15,133379280,5557.47
1,Công ty Cổ phần Mỹ Nghệ Cát Tường,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,53,7.95,87272880,3636.37,12,1.8,19759920,823.33,9,1.35,14820000,617.5,56,8.4,92212800,3842.2
1,Khách sạn Grand Palace Heritage,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,93,13.95,153139200,6380.8,22,3.3,36226560,1509.44,16,2.4,26346480,1097.77,99,14.85,163019280,6792.47
1,Công ty Thiết kế Không Gian Xanh,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,96,14.4,158079120,6586.63,23,3.45,37873200,1578.05,16,2.4,26346480,1097.77,103,15.45,169605840,7066.91
1,Chuỗi Siêu thị Nội thất Đẹp,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,58,8.7,95506080,3979.42,14,2.1,23053200,960.55,10,1.5,16466640,686.11,62,9.3,102092640,4253.86
1,Công ty Cổ phần Đầu tư Phú Mỹ,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,99,14.85,163019040,6792.46,23,3.45,37873200,1578.05,17,2.55,27993120,1166.38,105,15.75,172899120,7204.13
1,Nội thất Nhà Xinh Sài Gòn,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,101,15.15,166312320,6929.68,24,3.6,39519840,1646.66,17,2.55,27993120,1166.38,108,16.2,177839040,7409.96
1,Văn phòng Đại diện WoodTech VN,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,65,9.75,107032800,4459.7,15,2.25,24699840,1029.16,11,1.65,18113280,754.72,69,10.35,113619360,4734.14
1,Công ty TNHH Decor & Art Hà Nội,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,68,10.2,111972720,4665.53,16,2.4,26346480,1097.77,12,1.8,19759920,823.33,72,10.8,118559280,4939.97
1,Công ty Phát triển Đô thị Thăng Long,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,104,15.6,171252480,7135.52,24,3.6,39519840,1646.66,18,2.7,29639760,1234.99,110,16.5,181132560,7547.19
1,Tổng công ty Lâm nghiệp VinaWood,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,104,15.6,171252480,7135.52,24,3.6,39519840,1646.66,18,2.7,29639760,1234.99,110,16.5,181132560,7547.19
1,Công ty TNHH Kiến trúc Nhà Việt,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,41,6.15,67512960,2813.04,10,1.5,16466640,686.11,7,1.05,11526720,480.28,44,6.6,72452880,3018.87
1,Đại lý Phân phối Nội thất Minh Hải,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,76,11.4,125146080,5214.42,18,2.7,29639760,1234.99,13,1.95,21406560,891.94,81,12.15,133379280,5557.47
1,Chuỗi Homestay Cát Bà Eco,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,99,14.85,163019040,6792.46,23,3.45,37873200,1578.05,17,2.55,27993120,1166.38,105,15.75,172899120,7204.13
1,Công ty Cổ phần Địa ốc Hưng Thịnh,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,178,26.7,293105040,12212.71,42,6.3,69159600,2881.65,30,4.5,49399680,2058.32,190,28.5,312864960,13036.04
1,Nội thất Thông minh SmartHome,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,122,18.3,200892240,8370.51,29,4.35,47753040,1989.71,21,3.15,34579920,1440.83,130,19.5,214065360,8919.39
1,Công ty TNHH WoodStyle Việt Nam,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,109,16.35,179485680,7478.57,25,3.75,41166480,1715.27,18,2.7,29639760,1234.99,116,17.4,191012400,7958.85
1,Kiến trúc & Nội thất Hoàng Hoan,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,82,12.3,135025920,5626.08,19,2.85,31286400,1303.6,14,2.1,23053200,960.55,87,13.05,143259120,5969.13
1,Công ty Thiết kế Đô thị Á Đông,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,112,16.8,184425600,7684.4,26,3.9,42813120,1783.88,19,2.85,31286400,1303.6,119,17.85,195952320,8164.68
1,Tổng thầu Xây dựng Hòa Bình Group,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,93,13.95,153139200,6380.8,22,3.3,36226560,1509.44,16,2.4,26346480,1097.77,99,14.85,163019280,6792.47
1,Công ty Cổ phần Kiến trúc Xinh,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,96,14.4,158079120,6586.63,23,3.45,37873200,1578.05,16,2.4,26346480,1097.77,103,15.45,169605840,7066.91
1,Đại lý Bán lẻ Mộc Lan,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,92,13.8,151492560,6312.19,22,3.3,36226560,1509.44,15,2.25,24699840,1029.16,99,14.85,163019280,6792.47
1,Homestay & Resort Hội An Green,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,16,2.4,26346480,1097.77,4,0.6,6586560,274.44,3,0.45,4939920,205.83,17,2.55,27993120,1166.38
1,Công ty TNHH Mỹ thuật ứng dụng Sông Hương,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,84,12.6,138319200,5763.3,20,3.0,32933040,1372.21,14,2.1,23053200,960.55,90,13.5,148199040,6174.96
1,Công ty Cổ phần Decor Việt Nam,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,76,11.4,125146080,5214.42,18,2.7,29639760,1234.99,13,1.95,21406560,891.94,81,12.15,133379280,5557.47
1,Tổng thầu Nội thất Trường Thành,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,67,10.05,110326080,4596.92,16,2.4,26346480,1097.77,11,1.65,18113280,754.72,72,10.8,118559280,4939.97
1,Đại lý Xuất khẩu Gỗ Việt,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,31,4.65,51046320,2126.93,7,1.05,11526720,480.28,5,0.75,8233200,343.05,33,4.95,54339840,2264.16
1,Công ty TNHH Nội thất Mộc Mỹ Gia,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,48,7.2,18514800,771.45,9,1.35,3471600,144.65,6,0.9,2314320,96.43,51,7.65,19672080,819.67
1,Tập đoàn Xây dựng & Kiến trúc An Phong,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,97,14.55,37415280,1558.97,19,2.85,7328640,305.36,13,1.95,5014320,208.93,103,15.45,39729600,1655.4
1,Tổng thầu Decor Đông Dương,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,147,22.05,56701440,2362.56,28,4.2,10800240,450.01,20,3.0,7714560,321.44,155,23.25,59787120,2491.13
1,Đại lý Xuất nhập khẩu Mộc Việt Hùng,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,99,14.85,38186640,1591.11,19,2.85,7328640,305.36,13,1.95,5014320,208.93,105,15.75,40500960,1687.54
1,Công ty Cổ phần Mỹ Nghệ Cát Tường,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,150,22.5,57858480,2410.77,29,4.35,11185920,466.08,20,3.0,7714560,321.44,159,23.85,61329840,2555.41
1,Khách sạn Grand Palace Heritage,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,92,13.8,35486640,1478.61,18,2.7,6942960,289.29,12,1.8,4628640,192.86,98,14.7,37800960,1575.04
1,Công ty Thiết kế Không Gian Xanh,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,143,21.45,55158480,2298.27,27,4.05,10414560,433.94,19,2.85,7328640,305.36,151,22.65,58244400,2426.85
1,Chuỗi Siêu thị Nội thất Đẹp,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,103,15.45,39729600,1655.4,20,3.0,7714560,321.44,14,2.1,5400240,225.01,109,16.35,42043920,1751.83
1,Công ty Cổ phần Đầu tư Phú Mỹ,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,133,19.95,51301200,2137.55,26,3.9,10028880,417.87,18,2.7,6942960,289.29,141,21.15,54387120,2266.13
1,Nội thất Nhà Xinh Sài Gòn,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,107,16.05,41272320,1719.68,21,3.15,8100240,337.51,14,2.1,5400240,225.01,114,17.1,43972320,1832.18
1,Văn phòng Đại diện WoodTech VN,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,80,12.0,30858000,1285.75,15,2.25,5785920,241.08,11,1.65,4242960,176.79,84,12.6,32400960,1350.04
1,Công ty TNHH Decor & Art Hà Nội,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,116,17.4,44743920,1864.33,22,3.3,8485920,353.58,16,2.4,6171600,257.15,122,18.3,47058240,1960.76
1,Công ty Phát triển Đô thị Thăng Long,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,175,26.25,67501680,2812.57,34,5.1,13114560,546.44,23,3.45,8871600,369.65,186,27.9,71744640,2989.36
1,Tổng công ty Lâm nghiệp VinaWood,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,128,19.2,49372560,2057.19,24,3.6,9257280,385.72,17,2.55,6557280,273.22,135,20.25,52072560,2169.69
1,Công ty TNHH Kiến trúc Nhà Việt,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,152,22.8,58630080,2442.92,29,4.35,11185920,466.08,20,3.0,7714560,321.44,161,24.15,62101440,2587.56
1,Đại lý Phân phối Nội thất Minh Hải,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,131,19.65,50529840,2105.41,25,3.75,9643200,401.8,18,2.7,6942960,289.29,138,20.7,53230080,2217.92
1,Chuỗi Homestay Cát Bà Eco,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,105,15.75,40500960,1687.54,20,3.0,7714560,321.44,14,2.1,5400240,225.01,111,16.65,42815280,1783.97
1,Công ty Cổ phần Địa ốc Hưng Thịnh,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,40,6.0,15428880,642.87,8,1.2,3085680,128.57,5,0.75,1928640,80.36,43,6.45,16585920,691.08
1,Nội thất Thông minh SmartHome,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,69,10.35,26615040,1108.96,13,1.95,5014320,208.93,9,1.35,3471600,144.65,73,10.95,28157760,1173.24
1,Công ty TNHH WoodStyle Việt Nam,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,141,21.15,54387120,2266.13,27,4.05,10414560,433.94,19,2.85,7328640,305.36,149,22.35,57473040,2394.71
1,Kiến trúc & Nội thất Hoàng Hoan,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,93,13.95,35872320,1494.68,18,2.7,6942960,289.29,13,1.95,5014320,208.93,98,14.7,37800960,1575.04
1,Công ty Thiết kế Đô thị Á Đông,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,112,16.8,43200960,1800.04,22,3.3,8485920,353.58,15,2.25,5785920,241.08,119,17.85,45900960,1912.54
1,Tổng thầu Xây dựng Hòa Bình Group,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,99,14.85,38186640,1591.11,19,2.85,7328640,305.36,13,1.95,5014320,208.93,105,15.75,40500960,1687.54
1,Công ty Cổ phần Kiến trúc Xinh,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,147,22.05,56701440,2362.56,28,4.2,10800240,450.01,20,3.0,7714560,321.44,155,23.25,59787120,2491.13
1,Đại lý Bán lẻ Mộc Lan,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,128,19.2,49372560,2057.19,24,3.6,9257280,385.72,17,2.55,6557280,273.22,135,20.25,52072560,2169.69
1,Homestay & Resort Hội An Green,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,129,19.35,49758480,2073.27,25,3.75,9643200,401.8,17,2.55,6557280,273.22,137,20.55,52844400,2201.85
1,Công ty TNHH Mỹ thuật ứng dụng Sông Hương,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,76,11.4,29315040,1221.46,15,2.25,5785920,241.08,10,1.5,3857280,160.72,81,12.15,31243680,1301.82
1,Công ty Cổ phần Decor Việt Nam,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,179,26.85,69044640,2876.86,34,5.1,13114560,546.44,24,3.6,9257280,385.72,189,28.35,72901920,3037.58
1,Tổng thầu Nội thất Trường Thành,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,69,10.35,26615040,1108.96,13,1.95,5014320,208.93,9,1.35,3471600,144.65,73,10.95,28157760,1173.24
1,Đại lý Xuất khẩu Gỗ Việt,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,105,15.75,40500960,1687.54,20,3.0,7714560,321.44,14,2.1,5400240,225.01,111,16.65,42815280,1783.97
1,Công ty TNHH Nội thất Mộc Mỹ Gia,BCN-TB-09,Bàn console trang trí BCN,Bàn gỗ,122,18.3,163483680,6811.82,20,3.0,26800560,1116.69,17,2.55,22780560,949.19,125,18.75,167503680,6979.32
1,Tập đoàn Xây dựng & Kiến trúc An Phong,BCN-TB-09,Bàn console trang trí BCN,Bàn gỗ,43,6.45,57621360,2400.89,7,1.05,9380160,390.84,6,0.9,8040240,335.01,44,6.6,58961280,2456.72
1,Tổng thầu Decor Đông Dương,BCN-TB-09,Bàn console trang trí BCN,Bàn gỗ,111,16.65,148743360,6197.64,18,2.7,24120480,1005.02,15,2.25,20100480,837.52,114,17.1,152763360,6365.14
1,Đại lý Xuất nhập khẩu Mộc Việt Hùng,BCN-TB-09,Bàn console trang trí BCN,Bàn gỗ,76,11.4,101842320,4243.43,12,1.8,16080480,670.02,10,1.5,13400400,558.35,78,11.7,104522400,4355.1
1,Công ty Cổ phần Mỹ Nghệ Cát Tường,BCN-TB-09,Bàn console trang trí BCN,Bàn gỗ,110,16.5,147403440,6141.81,18,2.7,24120480,1005.02,15,2.25,20100480,837.52,113,16.95,151423440,6309.31
1,Khách sạn Grand Palace Heritage,BCN-TB-09,Bàn console trang trí BCN,Bàn gỗ,110,16.5,147403440,6141.81,18,2.7,24120480,1005.02,15,2.25,20100480,837.52,113,16.95,151423440,6309.31
1,Công ty Thiết kế Không Gian Xanh,BCN-TB-09,Bàn console trang trí BCN,Bàn gỗ,108,16.2,144723360,6030.14,18,2.7,24120480,1005.02,15,2.25,20100480,837.52,111,16.65,148743360,6197.64
1,Chuỗi Siêu thị Nội thất Đẹp,BCN-TB-09,Bàn console trang trí BCN,Bàn gỗ,54,8.1,72361680,3015.07,9,1.35,12060240,502.51,7,1.05,9380160,390.84,56,8.4,75041760,3126.74
1,Công ty Cổ phần Đầu tư Phú Mỹ,BCN-TB-09,Bàn console trang trí BCN,Bàn gỗ,127,19.05,170184000,7091.0,21,3.15,28140720,1172.53,17,2.55,22780560,949.19,131,19.65,175544160,7314.34
1,Nội thất Nhà Xinh Sài Gòn,BCN-TB-09,Bàn console trang trí BCN,Bàn gỗ,108,16.2,144723360,6030.14,18,2.7,24120480,1005.02,15,2.25,20100480,837.52,111,16.65,148743360,6197.64
1,Văn phòng Đại diện WoodTech VN,BCN-TB-09,Bàn console trang trí BCN,Bàn gỗ,185,27.75,247905600,10329.4,30,4.5,40200960,1675.04,26,3.9,34840800,1451.7,189,28.35,253265760,10552.74
1,Công ty TNHH Decor & Art Hà Nội,BCN-TB-09,Bàn console trang trí BCN,Bàn gỗ,106,15.9,142043280,5918.47,17,2.55,22780560,949.19,15,2.25,20100480,837.52,108,16.2,144723360,6030.14
1,Công ty Phát triển Đô thị Thăng Long,BCN-TB-09,Bàn console trang trí BCN,Bàn gỗ,80,12.0,107202480,4466.77,13,1.95,17420400,725.85,11,1.65,14740320,614.18,82,12.3,109882560,4578.44
1,Tổng công ty Lâm nghiệp VinaWood,BCN-TB-09,Bàn console trang trí BCN,Bàn gỗ,76,11.4,101842320,4243.43,12,1.8,16080480,670.02,10,1.5,13400400,558.35,78,11.7,104522400,4355.1
1,Công ty TNHH Kiến trúc Nhà Việt,BCN-TB-09,Bàn console trang trí BCN,Bàn gỗ,100,15.0,134003040,5583.46,16,2.4,21440400,893.35,14,2.1,18760320,781.68,102,15.3,136683120,5695.13
1,Đại lý Phân phối Nội thất Minh Hải,BCN-TB-09,Bàn console trang trí BCN,Bàn gỗ,88,13.2,117922800,4913.45,14,2.1,18760320,781.68,12,1.8,16080480,670.02,90,13.5,120602640,5025.11
1,Chuỗi Homestay Cát Bà Eco,BCN-TB-09,Bàn console trang trí BCN,Bàn gỗ,96,14.4,128642880,5360.12,16,2.4,21440400,893.35,13,1.95,17420400,725.85,99,14.85,132662880,5527.62
1,Công ty Cổ phần Địa ốc Hưng Thịnh,BCN-TB-09,Bàn console trang trí BCN,Bàn gỗ,86,12.9,115242720,4801.78,14,2.1,18760320,781.68,12,1.8,16080480,670.02,88,13.2,117922560,4913.44
1,Nội thất Thông minh SmartHome,BCN-TB-09,Bàn console trang trí BCN,Bàn gỗ,180,27.0,241205520,10050.23,29,4.35,38860800,1619.2,25,3.75,33500880,1395.87,184,27.6,246565440,10273.56
1,Công ty TNHH WoodStyle Việt Nam,BCN-TB-09,Bàn console trang trí BCN,Bàn gỗ,49,7.35,65661600,2735.9,8,1.2,10720320,446.68,7,1.05,9380160,390.84,50,7.5,67001760,2791.74
1,Kiến trúc & Nội thất Hoàng Hoan,BCN-TB-09,Bàn console trang trí BCN,Bàn gỗ,177,26.55,237185520,9882.73,29,4.35,38860800,1619.2,24,3.6,32160720,1340.03,182,27.3,243885600,10161.9
1,Công ty Thiết kế Đô thị Á Đông,BCN-TB-09,Bàn console trang trí BCN,Bàn gỗ,70,10.5,93802080,3908.42,11,1.65,14740320,614.18,10,1.5,13400400,558.35,71,10.65,95142000,3964.25
1,Tổng thầu Xây dựng Hòa Bình Group,BCN-TB-09,Bàn console trang trí BCN,Bàn gỗ,86,12.9,115242720,4801.78,14,2.1,18760320,781.68,12,1.8,16080480,670.02,88,13.2,117922560,4913.44
1,Công ty Cổ phần Kiến trúc Xinh,BCN-TB-09,Bàn console trang trí BCN,Bàn gỗ,125,18.75,167503920,6979.33,20,3.0,26800560,1116.69,17,2.55,22780560,949.19,128,19.2,171523920,7146.83
