record_id,date,category_id,sub_category,amount_usd,description
REC-EXP-000016,2026-01-16,EXP_SELL,Chi phí vận chuyển thành phẩm,1047.12,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 16/01
REC-EXP-000017,2026-01-17,EXP_SELL,Chi phí vận chuyển thành phẩm,928.04,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 17/01
REC-EXP-000018,2026-01-18,EXP_SELL,Chi phí vận chuyển thành phẩm,610.14,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 18/01
REC-EXP-000019,2026-01-19,EXP_SELL,Chi phí vận chuyển thành phẩm,1068.19,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 19/01
REC-EXP-000020,2026-01-20,EXP_SELL,Chi phí vận chuyển thành phẩm,859.39,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 20/01
REC-EXP-000021,2026-01-21,EXP_SELL,Chi phí vận chuyển thành phẩm,1154.94,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 21/01
REC-EXP-000022,2026-01-22,EXP_SELL,Chi phí vận chuyển thành phẩm,709.74,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 22/01
REC-EXP-000023,2026-01-23,EXP_SELL,Chi phí vận chuyển thành phẩm,1630.56,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 23/01
REC-EXP-000024,2026-01-24,EXP_SELL,Chi phí vận chuyển thành phẩm,1310.29,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 24/01
REC-EXP-000025,2026-01-25,EXP_SELL,Chi phí vận chuyển thành phẩm,1184.08,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 25/01
REC-EXP-000026,2026-01-26,EXP_SELL,Chi phí vận chuyển thành phẩm,1281.68,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 26/01
REC-EXP-000027,2026-01-27,EXP_SELL,Chi phí vận chuyển thành phẩm,933.06,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 27/01
REC-EXP-000028,2026-01-28,EXP_SELL,Chi phí vận chuyển thành phẩm,848.27,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 28/01
REC-EXP-000029,2026-01-29,EXP_SELL,Chi phí vận chuyển thành phẩm,1403.37,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 29/01
REC-EXP-000030,2026-01-30,EXP_SELL,Chi phí vận chuyển thành phẩm,1279.5,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 30/01
REC-EXP-000031,2026-01-31,EXP_SELL,Chi phí vận chuyển thành phẩm,960.08,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 31/01
REC-EXP-000032,2026-01-01,EXP_SELL,"Chi phí bao bì, đóng gói",365.88,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 01/01"
REC-EXP-000033,2026-01-02,EXP_SELL,"Chi phí bao bì, đóng gói",958.57,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 02/01"
REC-EXP-000034,2026-01-03,EXP_SELL,"Chi phí bao bì, đóng gói",613.2,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 03/01"
REC-EXP-000035,2026-01-04,EXP_SELL,"Chi phí bao bì, đóng gói",557.01,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 04/01"
REC-EXP-000036,2026-01-05,EXP_SELL,"Chi phí bao bì, đóng gói",528.11,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 05/01"
REC-EXP-000037,2026-01-06,EXP_SELL,"Chi phí bao bì, đóng gói",887.44,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 06/01"
REC-EXP-000038,2026-01-07,EXP_SELL,"Chi phí bao bì, đóng gói",627.46,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 07/01"
REC-EXP-000039,2026-01-08,EXP_SELL,"Chi phí bao bì, đóng gói",993.56,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 08/01"
REC-EXP-000040,2026-01-09,EXP_SELL,"Chi phí bao bì, đóng gói",431.04,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 09/01"
REC-EXP-000041,2026-01-10,EXP_SELL,"Chi phí bao bì, đóng gói",516.38,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 10/01"
REC-EXP-000042,2026-01-11,EXP_SELL,"Chi phí bao bì, đóng gói",905.15,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 11/01"
REC-EXP-000043,2026-01-12,EXP_SELL,"Chi phí bao bì, đóng gói",809.53,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 12/01"
REC-EXP-000044,2026-01-13,EXP_SELL,"Chi phí bao bì, đóng gói",386.89,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 13/01"
REC-EXP-000045,2026-01-14,EXP_SELL,"Chi phí bao bì, đóng gói",962.65,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 14/01"
REC-EXP-000046,2026-01-15,EXP_SELL,"Chi phí bao bì, đóng gói",728.87,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 15/01"
REC-EXP-000047,2026-01-16,EXP_SELL,"Chi phí bao bì, đóng gói",797.79,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 16/01"
REC-EXP-000048,2026-01-17,EXP_SELL,"Chi phí bao bì, đóng gói",828.33,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 17/01"
REC-EXP-000049,2026-01-18,EXP_SELL,"Chi phí bao bì, đóng gói",691.22,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 18/01"
REC-EXP-000050,2026-01-19,EXP_SELL,"Chi phí bao bì, đóng gói",578.14,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 19/01"
REC-EXP-000051,2026-01-20,EXP_SELL,"Chi phí bao bì, đóng gói",892.55,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 20/01"
REC-EXP-000052,2026-01-21,EXP_SELL,"Chi phí bao bì, đóng gói",969.02,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 21/01"
REC-EXP-000053,2026-01-22,EXP_SELL,"Chi phí bao bì, đóng gói",583.26,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 22/01"
REC-EXP-000054,2026-01-23,EXP_SELL,"Chi phí bao bì, đóng gói",446.37,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 23/01"
REC-EXP-000055,2026-01-24,EXP_SELL,"Chi phí bao bì, đóng gói",635.56,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 24/01"
REC-EXP-000056,2026-01-25,EXP_SELL,"Chi phí bao bì, đóng gói",924.68,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 25/01"
REC-EXP-000057,2026-01-26,EXP_SELL,"Chi phí bao bì, đóng gói",464.46,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 26/01"
REC-EXP-000058,2026-01-27,EXP_SELL,"Chi phí bao bì, đóng gói",854.1,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 27/01"
REC-EXP-000059,2026-01-28,EXP_SELL,"Chi phí bao bì, đóng gói",498.81,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 28/01"
REC-EXP-000060,2026-01-29,EXP_SELL,"Chi phí bao bì, đóng gói",976.05,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 29/01"
REC-EXP-000061,2026-01-30,EXP_SELL,"Chi phí bao bì, đóng gói",621.6,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 30/01"
REC-EXP-000062,2026-01-31,EXP_SELL,"Chi phí bao bì, đóng gói",966.34,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 31/01"
REC-EXP-000063,2026-01-01,EXP_SELL,"Chi phí quảng cáo, tiếp thị",989.38,"Chi phí phát sinh chi phí quảng cáo, tiếp thị ngày 01/01"
REC-EXP-000064,2026-01-02,EXP_SELL,"Chi phí quảng cáo, tiếp thị",956.61,"Chi phí phát sinh chi phí quảng cáo, tiếp thị ngày 02/01"
REC-EXP-000065,2026-01-03,EXP_SELL,"Chi phí quảng cáo, tiếp thị",1211.52,"Chi phí phát sinh chi phí quảng cáo, tiếp thị ngày 03/01"
REC-EXP-000066,2026-01-04,EXP_SELL,"Chi phí quảng cáo, tiếp thị",851.47,"Chi phí phát sinh chi phí quảng cáo, tiếp thị ngày 04/01"
REC-EXP-000067,2026-01-05,EXP_SELL,"Chi phí quảng cáo, tiếp thị",661.8,"Chi phí phát sinh chi phí quảng cáo, tiếp thị ngày 05/01"
REC-EXP-000068,2026-01-06,EXP_SELL,"Chi phí quảng cáo, tiếp thị",920.42,"Chi phí phát sinh chi phí quảng cáo, tiếp thị ngày 06/01"
REC-EXP-000069,2026-01-07,EXP_SELL,"Chi phí quảng cáo, tiếp thị",472.48,"Chi phí phát sinh chi phí quảng cáo, tiếp thị ngày 07/01"
REC-EXP-000070,2026-01-08,EXP_SELL,"Chi phí quảng cáo, tiếp thị",728.15,"Chi phí phát sinh chi phí quảng cáo, tiếp thị ngày 08/01"
REC-EXP-000071,2026-01-09,EXP_SELL,"Chi phí quảng cáo, tiếp thị",1104.97,"Chi phí phát sinh chi phí quảng cáo, tiếp thị ngày 09/01"
REC-EXP-000072,2026-01-10,EXP_SELL,"Chi phí quảng cáo, tiếp thị",569.66,"Chi phí phát sinh chi phí quảng cáo, tiếp thị ngày 10/01"
REC-EXP-000073,2026-01-11,EXP_SELL,"Chi phí quảng cáo, tiếp thị",1252.29,"Chi phí phát sinh chi phí quảng cáo, tiếp thị ngày 11/01"
REC-EXP-000074,2026-01-12,EXP_SELL,"Chi phí quảng cáo, tiếp thị",1345.49,"Chi phí phát sinh chi phí quảng cáo, tiếp thị ngày 12/01"
REC-EXP-000075,2026-01-13,EXP_SELL,"Chi phí quảng cáo, tiếp thị",485.25,"Chi phí phát sinh chi phí quảng cáo, tiếp thị ngày 13/01"
REC-EXP-000076,2026-01-14,EXP_SELL,"Chi phí quảng cáo, tiếp thị",737.27,"Chi phí phát sinh chi phí quảng cáo, tiếp thị ngày 14/01"
REC-EXP-000077,2026-01-15,EXP_SELL,"Chi phí quảng cáo, tiếp thị",760.52,"Chi phí phát sinh chi phí quảng cáo, tiếp thị ngày 15/01"
REC-EXP-000078,2026-01-16,EXP_SELL,"Chi phí quảng cáo, tiếp thị",465.58,"Chi phí phát sinh chi phí quảng cáo, tiếp thị ngày 16/01"
REC-EXP-000079,2026-01-17,EXP_SELL,"Chi phí quảng cáo, tiếp thị",616.48,"Chi phí phát sinh chi phí quảng cáo, tiếp thị ngày 17/01"
REC-EXP-000080,2026-01-18,EXP_SELL,"Chi phí quảng cáo, tiếp thị",494.25,"Chi phí phát sinh chi phí quảng cáo, tiếp thị ngày 18/01"
REC-EXP-000081,2026-01-19,EXP_SELL,"Chi phí quảng cáo, tiếp thị",782.14,"Chi phí phát sinh chi phí quảng cáo, tiếp thị ngày 19/01"
REC-EXP-000082,2026-01-20,EXP_SELL,"Chi phí quảng cáo, tiếp thị",1372.66,"Chi phí phát sinh chi phí quảng cáo, tiếp thị ngày 20/01"
REC-EXP-000083,2026-01-21,EXP_SELL,"Chi phí quảng cáo, tiếp thị",888.47,"Chi phí phát sinh chi phí quảng cáo, tiếp thị ngày 21/01"
REC-EXP-000084,2026-01-22,EXP_SELL,"Chi phí quảng cáo, tiếp thị",633.19,"Chi phí phát sinh chi phí quảng cáo, tiếp thị ngày 22/01"
REC-EXP-000085,2026-01-23,EXP_SELL,"Chi phí quảng cáo, tiếp thị",881.16,"Chi phí phát sinh chi phí quảng cáo, tiếp thị ngày 23/01"
REC-EXP-000086,2026-01-24,EXP_SELL,"Chi phí quảng cáo, tiếp thị",737.53,"Chi phí phát sinh chi phí quảng cáo, tiếp thị ngày 24/01"
REC-EXP-000087,2026-01-25,EXP_SELL,"Chi phí quảng cáo, tiếp thị",878.84,"Chi phí phát sinh chi phí quảng cáo, tiếp thị ngày 25/01"
REC-EXP-000088,2026-01-26,EXP_SELL,"Chi phí quảng cáo, tiếp thị",1315.34,"Chi phí phát sinh chi phí quảng cáo, tiếp thị ngày 26/01"
REC-EXP-000089,2026-01-27,EXP_SELL,"Chi phí quảng cáo, tiếp thị",1161.35,"Chi phí phát sinh chi phí quảng cáo, tiếp thị ngày 27/01"
REC-EXP-000090,2026-01-28,EXP_SELL,"Chi phí quảng cáo, tiếp thị",1108.43,"Chi phí phát sinh chi phí quảng cáo, tiếp thị ngày 28/01"
REC-EXP-000091,2026-01-29,EXP_SELL,"Chi phí quảng cáo, tiếp thị",874.45,"Chi phí phát sinh chi phí quảng cáo, tiếp thị ngày 29/01"
REC-EXP-000092,2026-01-30,EXP_SELL,"Chi phí quảng cáo, tiếp thị",1393.36,"Chi phí phát sinh chi phí quảng cáo, tiếp thị ngày 30/01"
REC-EXP-000093,2026-01-31,EXP_SELL,"Chi phí quảng cáo, tiếp thị",849.48,"Chi phí phát sinh chi phí quảng cáo, tiếp thị ngày 31/01"
REC-EXP-000094,2026-01-01,EXP_SELL,Lương nhân viên kinh doanh,655.22,Chi phí phát sinh lương nhân viên kinh doanh ngày 01/01
REC-EXP-000095,2026-01-02,EXP_SELL,Lương nhân viên kinh doanh,474.91,Chi phí phát sinh lương nhân viên kinh doanh ngày 02/01
REC-EXP-000096,2026-01-03,EXP_SELL,Lương nhân viên kinh doanh,656.96,Chi phí phát sinh lương nhân viên kinh doanh ngày 03/01
REC-EXP-000097,2026-01-04,EXP_SELL,Lương nhân viên kinh doanh,656.37,Chi phí phát sinh lương nhân viên kinh doanh ngày 04/01
REC-EXP-000098,2026-01-05,EXP_SELL,Lương nhân viên kinh doanh,876.42,Chi phí phát sinh lương nhân viên kinh doanh ngày 05/01
REC-EXP-000099,2026-01-06,EXP_SELL,Lương nhân viên kinh doanh,846.84,Chi phí phát sinh lương nhân viên kinh doanh ngày 06/01
REC-EXP-000100,2026-01-07,EXP_SELL,Lương nhân viên kinh doanh,778.78,Chi phí phát sinh lương nhân viên kinh doanh ngày 07/01
REC-EXP-000101,2026-01-08,EXP_SELL,Lương nhân viên kinh doanh,898.36,Chi phí phát sinh lương nhân viên kinh doanh ngày 08/01
REC-EXP-000102,2026-01-09,EXP_SELL,Lương nhân viên kinh doanh,497.73,Chi phí phát sinh lương nhân viên kinh doanh ngày 09/01
REC-EXP-000103,2026-01-10,EXP_SELL,Lương nhân viên kinh doanh,836.43,Chi phí phát sinh lương nhân viên kinh doanh ngày 10/01
REC-EXP-000104,2026-01-11,EXP_SELL,Lương nhân viên kinh doanh,782.22,Chi phí phát sinh lương nhân viên kinh doanh ngày 11/01
REC-EXP-000105,2026-01-12,EXP_SELL,Lương nhân viên kinh doanh,841.36,Chi phí phát sinh lương nhân viên kinh doanh ngày 12/01
REC-EXP-000106,2026-01-13,EXP_SELL,Lương nhân viên kinh doanh,351.13,Chi phí phát sinh lương nhân viên kinh doanh ngày 13/01
REC-EXP-000107,2026-01-14,EXP_SELL,Lương nhân viên kinh doanh,834.7,Chi phí phát sinh lương nhân viên kinh doanh ngày 14/01
REC-EXP-000108,2026-01-15,EXP_SELL,Lương nhân viên kinh doanh,550.05,Chi phí phát sinh lương nhân viên kinh doanh ngày 15/01
REC-EXP-000109,2026-01-16,EXP_SELL,Lương nhân viên kinh doanh,431.22,Chi phí phát sinh lương nhân viên kinh doanh ngày 16/01
REC-EXP-000110,2026-01-17,EXP_SELL,Lương nhân viên kinh doanh,871.55,Chi phí phát sinh lương nhân viên kinh doanh ngày 17/01
REC-EXP-000111,2026-01-18,EXP_SELL,Lương nhân viên kinh doanh,719.67,Chi phí phát sinh lương nhân viên kinh doanh ngày 18/01
REC-EXP-000112,2026-01-19,EXP_SELL,Lương nhân viên kinh doanh,766.87,Chi phí phát sinh lương nhân viên kinh doanh ngày 19/01
REC-EXP-000113,2026-01-20,EXP_SELL,Lương nhân viên kinh doanh,563.95,Chi phí phát sinh lương nhân viên kinh doanh ngày 20/01
REC-EXP-000114,2026-01-21,EXP_SELL,Lương nhân viên kinh doanh,765.81,Chi phí phát sinh lương nhân viên kinh doanh ngày 21/01
REC-EXP-000115,2026-01-22,EXP_SELL,Lương nhân viên kinh doanh,938.25,Chi phí phát sinh lương nhân viên kinh doanh ngày 22/01
REC-EXP-000116,2026-01-23,EXP_SELL,Lương nhân viên kinh doanh,384.5,Chi phí phát sinh lương nhân viên kinh doanh ngày 23/01
REC-EXP-000117,2026-01-24,EXP_SELL,Lương nhân viên kinh doanh,899.44,Chi phí phát sinh lương nhân viên kinh doanh ngày 24/01
REC-EXP-000118,2026-01-25,EXP_SELL,Lương nhân viên kinh doanh,745.48,Chi phí phát sinh lương nhân viên kinh doanh ngày 25/01
REC-EXP-000119,2026-01-26,EXP_SELL,Lương nhân viên kinh doanh,350.7,Chi phí phát sinh lương nhân viên kinh doanh ngày 26/01
REC-EXP-000120,2026-01-27,EXP_SELL,Lương nhân viên kinh doanh,476.61,Chi phí phát sinh lương nhân viên kinh doanh ngày 27/01
REC-EXP-000121,2026-01-28,EXP_SELL,Lương nhân viên kinh doanh,911.28,Chi phí phát sinh lương nhân viên kinh doanh ngày 28/01
REC-EXP-000122,2026-01-29,EXP_SELL,Lương nhân viên kinh doanh,875.34,Chi phí phát sinh lương nhân viên kinh doanh ngày 29/01
REC-EXP-000123,2026-01-30,EXP_SELL,Lương nhân viên kinh doanh,881.55,Chi phí phát sinh lương nhân viên kinh doanh ngày 30/01
REC-EXP-000124,2026-01-31,EXP_SELL,Lương nhân viên kinh doanh,880.31,Chi phí phát sinh lương nhân viên kinh doanh ngày 31/01
REC-EXP-000125,2026-01-01,EXP_SELL,Khấu hao xe vận chuyển,138.19,Chi phí phát sinh khấu hao xe vận chuyển ngày 01/01
REC-EXP-000126,2026-01-02,EXP_SELL,Khấu hao xe vận chuyển,242.62,Chi phí phát sinh khấu hao xe vận chuyển ngày 02/01
REC-EXP-000127,2026-01-03,EXP_SELL,Khấu hao xe vận chuyển,161.12,Chi phí phát sinh khấu hao xe vận chuyển ngày 03/01
REC-EXP-000128,2026-01-04,EXP_SELL,Khấu hao xe vận chuyển,235.96,Chi phí phát sinh khấu hao xe vận chuyển ngày 04/01
REC-EXP-000129,2026-01-05,EXP_SELL,Khấu hao xe vận chuyển,154.85,Chi phí phát sinh khấu hao xe vận chuyển ngày 05/01
REC-EXP-000130,2026-01-06,EXP_SELL,Khấu hao xe vận chuyển,105.01,Chi phí phát sinh khấu hao xe vận chuyển ngày 06/01
REC-EXP-000131,2026-01-07,EXP_SELL,Khấu hao xe vận chuyển,150.49,Chi phí phát sinh khấu hao xe vận chuyển ngày 07/01
REC-EXP-000132,2026-01-08,EXP_SELL,Khấu hao xe vận chuyển,194.73,Chi phí phát sinh khấu hao xe vận chuyển ngày 08/01
REC-EXP-000133,2026-01-09,EXP_SELL,Khấu hao xe vận chuyển,207.31,Chi phí phát sinh khấu hao xe vận chuyển ngày 09/01
REC-EXP-000134,2026-01-10,EXP_SELL,Khấu hao xe vận chuyển,86.1,Chi phí phát sinh khấu hao xe vận chuyển ngày 10/01
REC-EXP-000135,2026-01-11,EXP_SELL,Khấu hao xe vận chuyển,149.42,Chi phí phát sinh khấu hao xe vận chuyển ngày 11/01
REC-EXP-000136,2026-01-12,EXP_SELL,Khấu hao xe vận chuyển,222.55,Chi phí phát sinh khấu hao xe vận chuyển ngày 12/01
REC-EXP-000137,2026-01-13,EXP_SELL,Khấu hao xe vận chuyển,166.32,Chi phí phát sinh khấu hao xe vận chuyển ngày 13/01
REC-EXP-000138,2026-01-14,EXP_SELL,Khấu hao xe vận chuyển,189.73,Chi phí phát sinh khấu hao xe vận chuyển ngày 14/01
REC-EXP-000139,2026-01-15,EXP_SELL,Khấu hao xe vận chuyển,114.94,Chi phí phát sinh khấu hao xe vận chuyển ngày 15/01
REC-EXP-000140,2026-01-16,EXP_SELL,Khấu hao xe vận chuyển,239.66,Chi phí phát sinh khấu hao xe vận chuyển ngày 16/01
REC-EXP-000141,2026-01-17,EXP_SELL,Khấu hao xe vận chuyển,214.33,Chi phí phát sinh khấu hao xe vận chuyển ngày 17/01
REC-EXP-000142,2026-01-18,EXP_SELL,Khấu hao xe vận chuyển,187.26,Chi phí phát sinh khấu hao xe vận chuyển ngày 18/01
REC-EXP-000143,2026-01-19,EXP_SELL,Khấu hao xe vận chuyển,214.98,Chi phí phát sinh khấu hao xe vận chuyển ngày 19/01
REC-EXP-000144,2026-01-20,EXP_SELL,Khấu hao xe vận chuyển,237.61,Chi phí phát sinh khấu hao xe vận chuyển ngày 20/01
REC-EXP-000145,2026-01-21,EXP_SELL,Khấu hao xe vận chuyển,156.76,Chi phí phát sinh khấu hao xe vận chuyển ngày 21/01
REC-EXP-000146,2026-01-22,EXP_SELL,Khấu hao xe vận chuyển,239.29,Chi phí phát sinh khấu hao xe vận chuyển ngày 22/01
REC-EXP-000147,2026-01-23,EXP_SELL,Khấu hao xe vận chuyển,231.67,Chi phí phát sinh khấu hao xe vận chuyển ngày 23/01
REC-EXP-000148,2026-01-24,EXP_SELL,Khấu hao xe vận chuyển,137.72,Chi phí phát sinh khấu hao xe vận chuyển ngày 24/01
REC-EXP-000149,2026-01-25,EXP_SELL,Khấu hao xe vận chuyển,216.03,Chi phí phát sinh khấu hao xe vận chuyển ngày 25/01
REC-EXP-000150,2026-01-26,EXP_SELL,Khấu hao xe vận chuyển,229.37,Chi phí phát sinh khấu hao xe vận chuyển ngày 26/01
REC-EXP-000151,2026-01-27,EXP_SELL,Khấu hao xe vận chuyển,106.3,Chi phí phát sinh khấu hao xe vận chuyển ngày 27/01
REC-EXP-000152,2026-01-28,EXP_SELL,Khấu hao xe vận chuyển,97.45,Chi phí phát sinh khấu hao xe vận chuyển ngày 28/01
REC-EXP-000153,2026-01-29,EXP_SELL,Khấu hao xe vận chuyển,214.03,Chi phí phát sinh khấu hao xe vận chuyển ngày 29/01
REC-EXP-000154,2026-01-30,EXP_SELL,Khấu hao xe vận chuyển,171.82,Chi phí phát sinh khấu hao xe vận chuyển ngày 30/01
REC-EXP-000155,2026-01-31,EXP_SELL,Khấu hao xe vận chuyển,86.38,Chi phí phát sinh khấu hao xe vận chuyển ngày 31/01
REC-EXP-000156,2026-01-01,EXP_SGNA,Lương bộ phận văn phòng,3456.47,Chi phí phát sinh lương bộ phận văn phòng ngày 01/01
REC-EXP-000157,2026-01-02,EXP_SGNA,Lương bộ phận văn phòng,2544.34,Chi phí phát sinh lương bộ phận văn phòng ngày 02/01
REC-EXP-000158,2026-01-03,EXP_SGNA,Lương bộ phận văn phòng,3566.38,Chi phí phát sinh lương bộ phận văn phòng ngày 03/01
REC-EXP-000159,2026-01-04,EXP_SGNA,Lương bộ phận văn phòng,2568.73,Chi phí phát sinh lương bộ phận văn phòng ngày 04/01
REC-EXP-000160,2026-01-05,EXP_SGNA,Lương bộ phận văn phòng,3804.37,Chi phí phát sinh lương bộ phận văn phòng ngày 05/01
REC-EXP-000161,2026-01-06,EXP_SGNA,Lương bộ phận văn phòng,2740.26,Chi phí phát sinh lương bộ phận văn phòng ngày 06/01
REC-EXP-000162,2026-01-07,EXP_SGNA,Lương bộ phận văn phòng,2694.55,Chi phí phát sinh lương bộ phận văn phòng ngày 07/01
REC-EXP-000163,2026-01-08,EXP_SGNA,Lương bộ phận văn phòng,3289.3,Chi phí phát sinh lương bộ phận văn phòng ngày 08/01
REC-EXP-000164,2026-01-09,EXP_SGNA,Lương bộ phận văn phòng,2308.82,Chi phí phát sinh lương bộ phận văn phòng ngày 09/01
REC-EXP-000165,2026-01-10,EXP_SGNA,Lương bộ phận văn phòng,1340.62,Chi phí phát sinh lương bộ phận văn phòng ngày 10/01
REC-EXP-000166,2026-01-11,EXP_SGNA,Lương bộ phận văn phòng,2629.59,Chi phí phát sinh lương bộ phận văn phòng ngày 11/01
REC-EXP-000167,2026-01-12,EXP_SGNA,Lương bộ phận văn phòng,1849.67,Chi phí phát sinh lương bộ phận văn phòng ngày 12/01
REC-EXP-000168,2026-01-13,EXP_SGNA,Lương bộ phận văn phòng,2990.83,Chi phí phát sinh lương bộ phận văn phòng ngày 13/01
REC-EXP-000169,2026-01-14,EXP_SGNA,Lương bộ phận văn phòng,1946.52,Chi phí phát sinh lương bộ phận văn phòng ngày 14/01
REC-EXP-000170,2026-01-15,EXP_SGNA,Lương bộ phận văn phòng,2956.33,Chi phí phát sinh lương bộ phận văn phòng ngày 15/01
REC-EXP-000171,2026-01-16,EXP_SGNA,Lương bộ phận văn phòng,3809.49,Chi phí phát sinh lương bộ phận văn phòng ngày 16/01
REC-EXP-000172,2026-01-17,EXP_SGNA,Lương bộ phận văn phòng,2121.11,Chi phí phát sinh lương bộ phận văn phòng ngày 17/01
REC-EXP-000173,2026-01-18,EXP_SGNA,Lương bộ phận văn phòng,3647.75,Chi phí phát sinh lương bộ phận văn phòng ngày 18/01
REC-EXP-000174,2026-01-19,EXP_SGNA,Lương bộ phận văn phòng,3351.54,Chi phí phát sinh lương bộ phận văn phòng ngày 19/01
REC-EXP-000175,2026-01-20,EXP_SGNA,Lương bộ phận văn phòng,3909.46,Chi phí phát sinh lương bộ phận văn phòng ngày 20/01
REC-EXP-000176,2026-01-21,EXP_SGNA,Lương bộ phận văn phòng,3636.84,Chi phí phát sinh lương bộ phận văn phòng ngày 21/01
