record_id,date,item_id,amount_usd
REC-BAL-000155,2026-01-06,ln_chua_pp_luy_ke,200709.12
REC-BAL-000156,2026-01-06,ln_chua_pp_ky_nay,11271.52
REC-BAL-000157,2026-01-07,tien_mat_quy,359929.0
REC-BAL-000158,2026-01-07,tien_gui_vcb,441624.0
REC-BAL-000159,2026-01-07,tien_gui_tcb,786753.4801383622
REC-BAL-000160,2026-01-07,tuong_duong_tien,163454.03
REC-BAL-000161,2026-01-07,ck_kinh_doanh,256986.1
REC-BAL-000162,2026-01-07,dt_dao_han,162098.05
REC-BAL-000163,2026-01-07,phai_thu_kh_le,334820.0
REC-BAL-000164,2026-01-07,phai_thu_kh_dn,269003.8031996079
REC-BAL-000165,2026-01-07,phai_thu_ngan_han_khac,72230.17
REC-BAL-000166,2026-01-07,ton_kho_nvl,273680.0
REC-BAL-000167,2026-01-07,ton_kho_tp,377809.401844422
REC-BAL-000168,2026-01-07,phai_thu_dh_kh,349695.15
REC-BAL-000169,2026-01-07,tscd_hh_nguyen_gia,3322298.56
REC-BAL-000170,2026-01-07,tscd_hh_hao_mon,-776755.55
REC-BAL-000171,2026-01-07,tra_ncc_go,301639.0
REC-BAL-000172,2026-01-07,tra_ncc_son,319575.62536294584
REC-BAL-000173,2026-01-07,nguoi_mua_tra_tien_truoc_nh,187502.07
REC-BAL-000174,2026-01-07,thue_phai_nop_nh,135082.24
REC-BAL-000175,2026-01-07,tra_nguoi_lao_dong,125882.12
REC-BAL-000176,2026-01-07,vay_ngan_han_vcb,551219.0
REC-BAL-000177,2026-01-07,vay_ngan_han_bidv,472507.7914935164
REC-BAL-000178,2026-01-07,tra_nguoi_ban_dh,526226.21
REC-BAL-000179,2026-01-07,cp_pho_thong,3292858.45
REC-BAL-000180,2026-01-07,thang_du_von,438278.86
REC-BAL-000181,2026-01-07,ln_chua_pp_luy_ke,205938.48
REC-BAL-000182,2026-01-07,ln_chua_pp_ky_nay,13089.24
REC-BAL-000183,2026-01-08,tien_mat_quy,443693.0
REC-BAL-000184,2026-01-08,tien_gui_vcb,595982.0
REC-BAL-000185,2026-01-08,tien_gui_tcb,556572.1846798938
REC-BAL-000186,2026-01-08,tuong_duong_tien,165772.85
REC-BAL-000187,2026-01-08,ck_kinh_doanh,265169.58
REC-BAL-000188,2026-01-08,dt_dao_han,163528.01
REC-BAL-000189,2026-01-08,phai_thu_kh_le,316750.0
REC-BAL-000190,2026-01-08,phai_thu_kh_dn,299977.12524472864
REC-BAL-000191,2026-01-08,phai_thu_ngan_han_khac,73056.48
REC-BAL-000192,2026-01-08,ton_kho_nvl,304505.0
REC-BAL-000193,2026-01-08,ton_kho_tp,358963.31270212226
REC-BAL-000194,2026-01-08,phai_thu_dh_kh,355310.54
REC-BAL-000195,2026-01-08,tscd_hh_nguyen_gia,3307499.98
REC-BAL-000196,2026-01-08,tscd_hh_hao_mon,-775691.32
REC-BAL-000197,2026-01-08,tra_ncc_go,318595.0
REC-BAL-000198,2026-01-08,tra_ncc_son,310302.8654996491
REC-BAL-000199,2026-01-08,nguoi_mua_tra_tien_truoc_nh,188869.21
REC-BAL-000200,2026-01-08,thue_phai_nop_nh,133811.65
REC-BAL-000201,2026-01-08,tra_nguoi_lao_dong,126597.4
REC-BAL-000202,2026-01-08,vay_ngan_han_vcb,493908.0
REC-BAL-000203,2026-01-08,vay_ngan_han_bidv,528750.454598302
REC-BAL-000204,2026-01-08,tra_nguoi_ban_dh,528610.4
REC-BAL-000205,2026-01-08,cp_pho_thong,3270373.53
REC-BAL-000206,2026-01-08,thang_du_von,442283.32
REC-BAL-000207,2026-01-08,ln_chua_pp_luy_ke,202624.86
REC-BAL-000208,2026-01-08,ln_chua_pp_ky_nay,15299.07
REC-BAL-000209,2026-01-09,tien_mat_quy,644805.0
REC-BAL-000210,2026-01-09,tien_gui_vcb,425211.0
REC-BAL-000211,2026-01-09,tien_gui_tcb,570633.6215272918
REC-BAL-000212,2026-01-09,tuong_duong_tien,165325.12
REC-BAL-000213,2026-01-09,ck_kinh_doanh,261798.08
REC-BAL-000214,2026-01-09,dt_dao_han,169598.33
REC-BAL-000215,2026-01-09,phai_thu_kh_le,306908.0
REC-BAL-000216,2026-01-09,phai_thu_kh_dn,309155.6372731484
REC-BAL-000217,2026-01-09,phai_thu_ngan_han_khac,73705.28
REC-BAL-000218,2026-01-09,ton_kho_nvl,360888.0
REC-BAL-000219,2026-01-09,ton_kho_tp,301983.4168337019
REC-BAL-000220,2026-01-09,phai_thu_dh_kh,352222.94
REC-BAL-000221,2026-01-09,tscd_hh_nguyen_gia,3308115.39
REC-BAL-000222,2026-01-09,tscd_hh_hao_mon,-765092.42
REC-BAL-000223,2026-01-09,tra_ncc_go,253365.0
REC-BAL-000224,2026-01-09,tra_ncc_son,364450.24593444576
REC-BAL-000225,2026-01-09,nguoi_mua_tra_tien_truoc_nh,189009.02
REC-BAL-000226,2026-01-09,thue_phai_nop_nh,137538.12
REC-BAL-000227,2026-01-09,tra_nguoi_lao_dong,127464.16
REC-BAL-000228,2026-01-09,vay_ngan_han_vcb,334737.0
REC-BAL-000229,2026-01-09,vay_ngan_han_bidv,705421.6375990453
REC-BAL-000230,2026-01-09,tra_nguoi_ban_dh,536182.8
REC-BAL-000231,2026-01-09,cp_pho_thong,3244241.05
REC-BAL-000232,2026-01-09,thang_du_von,442106.3
REC-BAL-000233,2026-01-09,ln_chua_pp_luy_ke,207241.96
REC-BAL-000234,2026-01-09,ln_chua_pp_ky_nay,16987.79
REC-BAL-000235,2026-01-10,tien_mat_quy,491028.0
REC-BAL-000236,2026-01-10,tien_gui_vcb,462161.0
REC-BAL-000237,2026-01-10,tien_gui_tcb,689791.3609096357
REC-BAL-000238,2026-01-10,tuong_duong_tien,171890.58
REC-BAL-000239,2026-01-10,ck_kinh_doanh,264924.06
REC-BAL-000240,2026-01-10,dt_dao_han,168183.32
REC-BAL-000241,2026-01-10,phai_thu_kh_le,278714.0
REC-BAL-000242,2026-01-10,phai_thu_kh_dn,327624.3918199111
REC-BAL-000243,2026-01-10,phai_thu_ngan_han_khac,75423.83
REC-BAL-000244,2026-01-10,ton_kho_nvl,455417.0
REC-BAL-000245,2026-01-10,ton_kho_tp,216713.80391733872
REC-BAL-000246,2026-01-10,phai_thu_dh_kh,357930.13
REC-BAL-000247,2026-01-10,tscd_hh_nguyen_gia,3320415.67
REC-BAL-000248,2026-01-10,tscd_hh_hao_mon,-775145.9
REC-BAL-000249,2026-01-10,tra_ncc_go,221216.0
REC-BAL-000250,2026-01-10,tra_ncc_son,410334.5906428291
REC-BAL-000251,2026-01-10,nguoi_mua_tra_tien_truoc_nh,187347.02
REC-BAL-000252,2026-01-10,thue_phai_nop_nh,137977.72
REC-BAL-000253,2026-01-10,tra_nguoi_lao_dong,130081.47
REC-BAL-000254,2026-01-10,vay_ngan_han_vcb,525355.0
REC-BAL-000255,2026-01-10,vay_ngan_han_bidv,523125.6942491449
REC-BAL-000256,2026-01-10,tra_nguoi_ban_dh,547741.33
REC-BAL-000257,2026-01-10,cp_pho_thong,3296811.0
REC-BAL-000258,2026-01-10,thang_du_von,446233.72
REC-BAL-000259,2026-01-10,ln_chua_pp_luy_ke,204320.02
REC-BAL-000260,2026-01-10,ln_chua_pp_ky_nay,18740.98
REC-BAL-000261,2026-01-11,tien_mat_quy,699631.0
REC-BAL-000262,2026-01-11,tien_gui_vcb,481364.0
REC-BAL-000263,2026-01-11,tien_gui_tcb,462878.76382480236
REC-BAL-000264,2026-01-11,tuong_duong_tien,168782.97
REC-BAL-000265,2026-01-11,ck_kinh_doanh,263476.72
REC-BAL-000266,2026-01-11,dt_dao_han,170075.0
REC-BAL-000267,2026-01-11,phai_thu_kh_le,309250.0
REC-BAL-000268,2026-01-11,phai_thu_kh_dn,305874.7113486236
REC-BAL-000269,2026-01-11,phai_thu_ngan_han_khac,74518.22
REC-BAL-000270,2026-01-11,ton_kho_nvl,285231.0
REC-BAL-000271,2026-01-11,ton_kho_tp,393206.23642876185
REC-BAL-000272,2026-01-11,phai_thu_dh_kh,360341.05
REC-BAL-000273,2026-01-11,tscd_hh_nguyen_gia,3353017.25
REC-BAL-000274,2026-01-11,tscd_hh_hao_mon,-769177.6
REC-BAL-000275,2026-01-11,tra_ncc_go,234514.0
REC-BAL-000276,2026-01-11,tra_ncc_son,402980.7339847137
REC-BAL-000277,2026-01-11,nguoi_mua_tra_tien_truoc_nh,188793.62
REC-BAL-000278,2026-01-11,thue_phai_nop_nh,140212.1
REC-BAL-000279,2026-01-11,tra_nguoi_lao_dong,132495.53
REC-BAL-000280,2026-01-11,vay_ngan_han_vcb,500708.0
REC-BAL-000281,2026-01-11,vay_ngan_han_bidv,561710.7322792392
REC-BAL-000282,2026-01-11,tra_nguoi_ban_dh,554231.11
REC-BAL-000283,2026-01-11,cp_pho_thong,3254008.03
REC-BAL-000284,2026-01-11,thang_du_von,452345.84
REC-BAL-000285,2026-01-11,ln_chua_pp_luy_ke,205340.27
REC-BAL-000286,2026-01-11,ln_chua_pp_ky_nay,20921.55
REC-BAL-000287,2026-01-12,tien_mat_quy,631420.0
REC-BAL-000288,2026-01-12,tien_gui_vcb,448871.0
REC-BAL-000289,2026-01-12,tien_gui_tcb,599650.4146412241
REC-BAL-000290,2026-01-12,tuong_duong_tien,173129.03
REC-BAL-000291,2026-01-12,ck_kinh_doanh,269548.98
REC-BAL-000292,2026-01-12,dt_dao_han,172661.41
REC-BAL-000293,2026-01-12,phai_thu_kh_le,264590.0
REC-BAL-000294,2026-01-12,phai_thu_kh_dn,339155.72866711207
REC-BAL-000295,2026-01-12,phai_thu_ngan_han_khac,76268.31
REC-BAL-000296,2026-01-12,ton_kho_nvl,360836.0
REC-BAL-000297,2026-01-12,ton_kho_tp,340069.21523973485
REC-BAL-000298,2026-01-12,phai_thu_dh_kh,355197.94
REC-BAL-000299,2026-01-12,tscd_hh_nguyen_gia,3330415.98
REC-BAL-000300,2026-01-12,tscd_hh_hao_mon,-782734.53
REC-BAL-000301,2026-01-12,tra_ncc_go,327998.0
REC-BAL-000302,2026-01-12,tra_ncc_son,310486.86063850706
REC-BAL-000303,2026-01-12,nguoi_mua_tra_tien_truoc_nh,192676.95
REC-BAL-000304,2026-01-12,thue_phai_nop_nh,143222.83
REC-BAL-000305,2026-01-12,tra_nguoi_lao_dong,131082.8
REC-BAL-000306,2026-01-12,vay_ngan_han_vcb,666768.0
REC-BAL-000307,2026-01-12,vay_ngan_han_bidv,399308.3188720611
REC-BAL-000308,2026-01-12,tra_nguoi_ban_dh,546698.62
REC-BAL-000309,2026-01-12,cp_pho_thong,3326510.58
REC-BAL-000310,2026-01-12,thang_du_von,461130.3
REC-BAL-000311,2026-01-12,ln_chua_pp_luy_ke,206392.63
REC-BAL-000312,2026-01-12,ln_chua_pp_ky_nay,22917.97
REC-BAL-000313,2026-01-13,tien_mat_quy,558467.0
REC-BAL-000314,2026-01-13,tien_gui_vcb,568209.0
REC-BAL-000315,2026-01-13,tien_gui_tcb,550604.0180701949
REC-BAL-000316,2026-01-13,tuong_duong_tien,174191.93
REC-BAL-000317,2026-01-13,ck_kinh_doanh,271818.56
REC-BAL-000318,2026-01-13,dt_dao_han,176056.36
REC-BAL-000319,2026-01-13,phai_thu_kh_le,200130.0
REC-BAL-000320,2026-01-13,phai_thu_kh_dn,420752.438193948
REC-BAL-000321,2026-01-13,phai_thu_ngan_han_khac,75554.8
REC-BAL-000322,2026-01-13,ton_kho_nvl,417584.0
REC-BAL-000323,2026-01-13,ton_kho_tp,272783.07706760254
REC-BAL-000324,2026-01-13,phai_thu_dh_kh,360232.06
REC-BAL-000325,2026-01-13,tscd_hh_nguyen_gia,3305499.0
REC-BAL-000326,2026-01-13,tscd_hh_hao_mon,-780181.0
REC-BAL-000327,2026-01-13,tra_ncc_go,302947.0
REC-BAL-000328,2026-01-13,tra_ncc_son,325759.0094371885
REC-BAL-000329,2026-01-13,nguoi_mua_tra_tien_truoc_nh,189904.07
REC-BAL-000330,2026-01-13,thue_phai_nop_nh,146935.05
REC-BAL-000331,2026-01-13,tra_nguoi_lao_dong,134000.68
REC-BAL-000332,2026-01-13,vay_ngan_han_vcb,570163.0
REC-BAL-000333,2026-01-13,vay_ngan_han_bidv,483195.2547990491
REC-BAL-000334,2026-01-13,tra_nguoi_ban_dh,558558.2
REC-BAL-000335,2026-01-13,cp_pho_thong,3287305.6
REC-BAL-000336,2026-01-13,thang_du_von,464923.44
REC-BAL-000337,2026-01-13,ln_chua_pp_luy_ke,208542.84
REC-BAL-000338,2026-01-13,ln_chua_pp_ky_nay,24486.95
REC-BAL-000339,2026-01-14,tien_mat_quy,713766.0
REC-BAL-000340,2026-01-14,tien_gui_vcb,562163.0
REC-BAL-000341,2026-01-14,tien_gui_tcb,434580.56913697324
REC-BAL-000342,2026-01-14,tuong_duong_tien,177541.3
REC-BAL-000343,2026-01-14,ck_kinh_doanh,268059.92
REC-BAL-000344,2026-01-14,dt_dao_han,178622.72
REC-BAL-000345,2026-01-14,phai_thu_kh_le,223612.0
REC-BAL-000346,2026-01-14,phai_thu_kh_dn,383076.0919429115
REC-BAL-000347,2026-01-14,phai_thu_ngan_han_khac,75721.52
REC-BAL-000348,2026-01-14,ton_kho_nvl,334141.0
REC-BAL-000349,2026-01-14,ton_kho_tp,383331.56973386346
REC-BAL-000350,2026-01-14,phai_thu_dh_kh,357997.7
REC-BAL-000351,2026-01-14,tscd_hh_nguyen_gia,3332957.68
REC-BAL-000352,2026-01-14,tscd_hh_hao_mon,-779776.4
REC-BAL-000353,2026-01-14,tra_ncc_go,251047.0
REC-BAL-000354,2026-01-14,tra_ncc_son,397667.5243589543
REC-BAL-000355,2026-01-14,nguoi_mua_tra_tien_truoc_nh,193682.01
REC-BAL-000356,2026-01-14,thue_phai_nop_nh,146242.72
REC-BAL-000357,2026-01-14,tra_nguoi_lao_dong,133955.67
REC-BAL-000358,2026-01-14,vay_ngan_han_vcb,496920.0
REC-BAL-000359,2026-01-14,vay_ngan_han_bidv,551445.4190006667
REC-BAL-000360,2026-01-14,tra_nguoi_ban_dh,562815.87
REC-BAL-000361,2026-01-14,cp_pho_thong,3292625.05
REC-BAL-000362,2026-01-14,thang_du_von,464871.29
REC-BAL-000363,2026-01-14,ln_chua_pp_luy_ke,205162.11
REC-BAL-000364,2026-01-14,ln_chua_pp_ky_nay,26830.37
REC-BAL-000365,2026-01-15,tien_mat_quy,520699.0
REC-BAL-000366,2026-01-15,tien_gui_vcb,707000.0
REC-BAL-000367,2026-01-15,tien_gui_tcb,502223.26051804353
REC-BAL-000368,2026-01-15,tuong_duong_tien,181537.5
REC-BAL-000369,2026-01-15,ck_kinh_doanh,271768.07
REC-BAL-000370,2026-01-15,dt_dao_han,181599.64
REC-BAL-000371,2026-01-15,phai_thu_kh_le,318659.0
REC-BAL-000372,2026-01-15,phai_thu_kh_dn,293794.13263812417
REC-BAL-000373,2026-01-15,phai_thu_ngan_han_khac,76283.04
REC-BAL-000374,2026-01-15,ton_kho_nvl,360442.0
REC-BAL-000375,2026-01-15,ton_kho_tp,347485.02570058056
REC-BAL-000376,2026-01-15,phai_thu_dh_kh,359784.71
REC-BAL-000377,2026-01-15,tscd_hh_nguyen_gia,3392653.12
REC-BAL-000378,2026-01-15,tscd_hh_hao_mon,-787722.46
REC-BAL-000379,2026-01-15,tra_ncc_go,295575.0
REC-BAL-000380,2026-01-15,tra_ncc_son,354077.13907747855
REC-BAL-000381,2026-01-15,nguoi_mua_tra_tien_truoc_nh,192975.62
REC-BAL-000382,2026-01-15,thue_phai_nop_nh,149604.8
REC-BAL-000383,2026-01-15,tra_nguoi_lao_dong,136253.99
REC-BAL-000384,2026-01-15,vay_ngan_han_vcb,407860.0
REC-BAL-000385,2026-01-15,vay_ngan_han_bidv,654572.7385221266
REC-BAL-000386,2026-01-15,tra_nguoi_ban_dh,558182.14
REC-BAL-000387,2026-01-15,cp_pho_thong,3287290.85
REC-BAL-000388,2026-01-15,thang_du_von,469299.73
REC-BAL-000389,2026-01-15,ln_chua_pp_luy_ke,208785.32
REC-BAL-000390,2026-01-15,ln_chua_pp_ky_nay,28381.51
REC-BAL-000391,2026-01-16,tien_mat_quy,592439.0
REC-BAL-000392,2026-01-16,tien_gui_vcb,579052.0
REC-BAL-000393,2026-01-16,tien_gui_tcb,550880.151028275
REC-BAL-000394,2026-01-16,tuong_duong_tien,182092.77
REC-BAL-000395,2026-01-16,ck_kinh_doanh,271356.97
REC-BAL-000396,2026-01-16,dt_dao_han,179737.89
REC-BAL-000397,2026-01-16,phai_thu_kh_le,254423.0
REC-BAL-000398,2026-01-16,phai_thu_kh_dn,352861.41830753454
REC-BAL-000399,2026-01-16,phai_thu_ngan_han_khac,77934.05
REC-BAL-000400,2026-01-16,ton_kho_nvl,379848.0
REC-BAL-000401,2026-01-16,ton_kho_tp,341550.3079450001
REC-BAL-000402,2026-01-16,phai_thu_dh_kh,365663.54
REC-BAL-000403,2026-01-16,tscd_hh_nguyen_gia,3365362.38
REC-BAL-000404,2026-01-16,tscd_hh_hao_mon,-794925.21
REC-BAL-000405,2026-01-16,tra_ncc_go,321136.0
